,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3859,3440000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,241766,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 175593, ""name"": ""mysterious killer""}]",en,Lords of London,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.",1.913302,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-01-06 00:00:00,0,90.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In this city, crime is a family business.",Lords of London,3.6,6
3865,3300000,"[{""id"": 18, ""name"": ""Drama""}]",http://sonyclassics.com/whiplash/,244786,"[{""id"": 1416, ""name"": ""jazz""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1640, ""name"": ""conservatory""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33896, ""name"": ""montage""}, {""id"": 156823, ""name"": ""drummer""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 176095, ""name"": ""jazz band""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 207739, ""name"": ""music school""}]",en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Right of Way Films"", ""id"": 32157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-10 00:00:00,13092000,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254
3868,3400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",http://www.reneethemovie.com/,75861,"[{""id"": 894, ""name"": ""depression""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 14964, ""name"": ""drug""}]",en,To Write Love on Her Arms,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.723057000000001,"[{""name"": ""Two Streets Entertainment"", ""id"": 11046}, {""name"": ""Birchwood Pictures"", ""id"": 30271}, {""name"": ""Noble Pictures"", ""id"": 40366}, {""name"": ""Valencia Motion Pictures"", ""id"": 40367}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-13 00:00:00,0,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47
3874,3300000,"[{""id"": 35, ""name"": ""Comedy""}]",,301748,"[{""id"": 622, ""name"": ""bet""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 34214, ""name"": ""gender""}, {""id"": 163096, ""name"": ""battle of the sexes""}, {""id"": 208450, ""name"": ""life competition""}]",en,Opposite Sex,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",2.964785,"[{""name"": ""Magna Global Entertainment"", ""id"": 29646}, {""name"": ""Verdi Productions"", ""id"": 37765}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-11-08 00:00:00,45000,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
3892,0,"[{""id"": 18, ""name"": ""Drama""}]",,259943,"[{""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 181962, ""name"": ""labor camp""}]",zh,归来,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,6.017273,"[{""name"": ""LeVision Pictures"", ""id"": 20966}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-05-16 00:00:00,0,111.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,Coming Home,6.9,49
3910,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",,223485,"[{""id"": 657, ""name"": ""fire""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3623, ""name"": ""cabin""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11112, ""name"": ""search""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 14540, ""name"": ""death by accident""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 15111, ""name"": ""drinking""}, {""id"": 15290, ""name"": ""pursuit""}, {""id"": 157471, ""name"": ""shot through a wall""}, {""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 222133, ""name"": ""shot in the heart""}]",en,Slow West,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",14.936660999999999,"[{""name"": ""The New Zealand Film Commission"", ""id"": 7714}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""See Saw Films"", ""id"": 14631}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""DMC Films"", ""id"": 58085}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-04-16 00:00:00,229094,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Wanted Dead or Dead,Slow West,6.6,367
3939,2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,246403,"[{""id"": 1329, ""name"": ""canada""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 7240, ""name"": ""walrus""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 11112, ""name"": ""search""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 198015, ""name"": ""experimental surgery""}, {""id"": 235261, ""name"": ""abduction""}]",en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",15.754614000000002,"[{""name"": ""Phase 4 Films"", ""id"": 9081}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""SModcast Pictures"", ""id"": 13642}, {""name"": ""A24"", ""id"": 41077}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-19 00:00:00,1826705,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let me tell you a story...,Tusk,5.1,366
3943,3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://genvideoshd.com/watch-compadres-2016-full-movie-online-genvideos/,317930,[],es,Compadres,"A disgruntled Mexican cop is forced to work with a teenage hacker to hunt down the criminals who killed his wife, and dismantle their operation.",1.569246,[],[],2016-03-31 00:00:00,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Compadres,5.2,17
3953,0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,281230,"[{""id"": 187056, ""name"": ""woman director""}]",en,Fort McCoy,"Unable to serve in World War II because of a heart condition, a barber moves his family adjacent to a Wisconsin army base and prisoner-of-war camp to provide his services. But even in rural America -- far from the frontline -- the war finds victims.",0.384496,[],[],2014-01-01 00:00:00,0,0.0,[],Released,,Fort McCoy,6.3,2
3958,3000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,234212,"[{""id"": 703, ""name"": ""detective""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 8685, ""name"": ""anti-christ""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10414, ""name"": ""trance""}, {""id"": 10561, ""name"": ""video camera""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 163186, ""name"": ""seance""}, {""id"": 177648, ""name"": ""infra red""}, {""id"": 184402, ""name"": ""missing""}]",en,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,12.564554,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""First Point Entertainment"", ""id"": 7424}, {""name"": ""IM Global"", ""id"": 7437}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-12 00:00:00,3387000,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every House Has It's Secrets,Demonic,4.9,148
3963,0,"[{""id"": 35, ""name"": ""Comedy""}]",,180296,[],en,They Came Together,A small business owner is about to lose her shop to a major corporate development.,12.036888000000001,"[{""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-27 00:00:00,0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He came...She came...They both came,They Came Together,5.3,171
3969,3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,260947,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 1897, ""name"": ""oregon""}, {""id"": 10183, ""name"": ""independent film""}]",en,Something Wicked,"A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...",1.968679,"[{""name"": ""Merchant Films"", ""id"": 21110}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-04 00:00:00,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Something Wicked,4.6,16
3970,3000000,"[{""id"": 53, ""name"": ""Thriller""}]",,342502,"[{""id"": 2808, ""name"": ""russian""}, {""id"": 159700, ""name"": ""getaway""}, {""id"": 167377, ""name"": ""lapd""}, {""id"": 169123, ""name"": ""awol""}, {""id"": 195908, ""name"": ""special ops""}]",en,AWOL-72,"An AWOL marine in possession of secret government information, is a wanted man, pursued by Russian special ops, the LAPD, and a dangerous assassin.",1.141463,"[{""name"": ""Triumphant Entertainment"", ""id"": 60490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-07 00:00:00,0,79.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
3976,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",https://www.facebook.com/closerangemovie/,325173,[],en,Close Range,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",5.485217,"[{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Compound B"", ""id"": 4322}, {""name"": ""Underdogg Entertainment"", ""id"": 68373}, {""name"": ""Entropy"", ""id"": 75142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11 00:00:00,0,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Colton MacReady...is coming home.,Close Range,4.9,54
3978,3000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,351043,[],en,Amnesiac,"The story of a man who wakes up in bed suffering from memory loss after being in an accident, only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner.",3.0778849999999998,"[{""name"": ""Infra-Red Pictures"", ""id"": 61428}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-14 00:00:00,0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What he can't remember is killing him.,Amnesiac,4.1,52
3982,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",,356483,"[{""id"": 2210, ""name"": ""climate change""}, {""id"": 6678, ""name"": ""polar bear""}]",en,Unnatural,Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.,0.687656,"[{""name"": ""August Heart Entertainment"", ""id"": 65834}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-16 00:00:00,0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some things were never meant to be.,Unnatural,4.3,12
3992,0,[],,346081,[],en,Sardaarji,A ghost hunter uses bottles to capture troublesome spirits.,0.296981,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2015-06-26 00:00:00,0,0.0,[],Released,,Sardaarji,9.5,2
4035,2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,254472,"[{""id"": 158091, ""name"": ""giant insect""}]",de,Stung,A fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators.,4.2704889999999995,"[{""name"": ""Rat Pack Filmproduktion"", ""id"": 5754}, {""name"": ""XYZ Films"", ""id"": 12142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2015-07-03 00:00:00,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Get inside, get away, just don't get stung",Stung,4.9,63
4036,35000000,"[{""id"": 27, ""name"": ""Horror""}]",,332285,"[{""id"": 726, ""name"": ""drug abuse""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2136, ""name"": ""television""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12553, ""name"": ""alien abduction""}, {""id"": 13059, ""name"": ""prostitution""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 232580, ""name"": ""new species of human""}, {""id"": 232581, ""name"": ""side effects""}, {""id"": 232582, ""name"": ""narcotic abuse""}]",en,Antibirth,"In a desolate community full of drug-addled Marines and rumors of kidnapping, a wild-eyed stoner named Lou wakes up after a crazy night of partying with symptoms of a strange illness and recurring visions. As she struggles to get a grip on reality, the stories of conspiracy spread.",3.674294,"[{""name"": ""Hideaway Pictures"", ""id"": 20068}, {""name"": ""Traverse Media"", ""id"": 46241}, {""name"": ""Culmination Productions"", ""id"": 86523}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-09-02 00:00:00,0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Antibirth,4.8,40
4040,2500000,"[{""id"": 80, ""name"": ""Crime""}]",http://www.signature-entertainment.co.uk/film/rise-of-the-krays/,356216,[],en,The Rise of the Krays,"Follows the early years of two unknown 18 year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of London. Told through the eyes of a close friend that survived them, we see them rise to infamy through drugs, sex and murder.",1.7595060000000002,"[{""name"": ""Carnaby International"", ""id"": 4098}, {""name"": ""Saracen Films"", ""id"": 32475}, {""name"": ""Torn Pictures"", ""id"": 62102}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-08-29 00:00:00,0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Brutal. Notorious. Legendary,The Rise of the Krays,4.5,19
4048,0,"[{""id"": 53, ""name"": ""Thriller""}]",,283384,"[{""id"": 14676, ""name"": ""series of murders""}]",en,The Calling,Detective Hazel Micallef hasn't had much to worry about in the sleepy town of Port Dundas until a string of gruesome murders in the surrounding countryside brings her face to face with a serial killer driven by a higher calling.,5.759493,"[{""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Manis Film"", ""id"": 21882}, {""name"": ""Breaking Ball Films"", ""id"": 29098}, {""name"": ""Stage 6 Films"", ""id"": 29099}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-05 00:00:00,0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pray for the Prey,The Calling,5.6,88
